;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;phone talk time;ink color;phone standy time (with data);language;compatible devices;gsm frequencies;average battery life (in hours);audio jack;product dimensions;oem part number;specific uses for product;processor speed;audio-out ports (#);device interface - primary;manufacturer;special features;graphics coprocessor;package dimensions;hard drive rotational speed;model;max screen resolution;voltage;display resolution;part number;chipset brand;manufacturer recommended age;assembled height;rating;additional features;date first available;wattage;batteries included?;card description;best sellers rank;number of usb 3.0 ports;rear webcam resolution;assembled width;release date;display technology;manufacturer part number;body material;item model number;connectivity technologies;screen resolution;cover included;processor type;operating system;assembled length;number of items;batteries;battery description;mfg recommended age;power source;batteries required;specification met;batteries required?;other camera features;color;domestic shipping;national stock number;memory speed;item dimensions  lxwxh;import designation;included components;size;wireless communication technologies;optical drive type;hardware platform;graphics card ram size;colour;finish types;wireless type;hard drive interface;color screen;color name;brand name;number of pieces;finish;other display features;ram;is discontinued by manufacturer;warranty description;international shipping;gpu;item weight;flash memory size;item package quantity;department;pricing;os;form factor;binding;brand;standing screen display size;material;item display height;processor brand;connector type;processor count;installation method;series;ASIN;number of usb 2.0 ports;material type;computer memory type
31;31;Intel Core i5-10400F Desktop Processor 6 Cores up to 4.3 GHz Without Processor Graphics LGA1200 (Intel 400 Series chipset) 65W, Model Number: BX8070110400F;;;;;https://www.amazon.com//Intel-i5-10400F-Desktop-Processor-Graphics/product-reviews/B086MHSTWN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;2.8 x 4.17 x 4.69 inches;;;;;;Intel;;;;;;;;;;;;;4.8;;May 20, 2020;;;;#17 in Computer CPU Processors;;;;;;;;BX8070110400F;;;;;;;;;;;;;;;;;;;;2.8 x 4.17 x 4.69 inches;;;;;;;;;;;;;;;;;;;No;;;;3.5 ounces;;;;;;;;Intel;;;;Intel;;6.0;;;B086MHSTWN;;;
32;32;AMD Ryzen 3 2200G Processor with Radeon Vega 8 Graphics - YD2200C5FBBOX;TRIPPODO US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3LA4IZ88FFM0U;;;https://www.amazon.com//AMD-Ryzen-Processor-Radeon-Graphics/product-reviews/B079D3DBNM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;1.6 x 1.6 x 0.3 inches;;;;;;AMD;;;;;;;;;;;;;4.7;;February 12, 2018;;;;#28 in Computer CPU Processors;;;;;;;;YD2200C5FBBOX;;;;;;;;;;;;;;;;;;;;1.6 x 1.6 x 0.3 inches;;;;;;;;;;;;;;;;;;;No;;;;1 pounds;;;;;;;;AMD;;;;AMD;;4.0;;;B079D3DBNM;;;DDR4 SDRAM
33;33;Intel Core i9-10900KF Desktop Processor 10 Cores up to 5.3 GHz Unlocked Without Processor Graphics LGA1200 (Intel 400 Series chipset) 125W;;;;;https://www.amazon.com//Intel-i9-10900KF-Processor-Unlocked-Graphics/product-reviews/B086MG1C7D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;4.49 x 4.17 x 1.81 inches;;;;;;Intel;;;;;;;;;;;;;4.8;;May 20, 2020;;;;#32 in Computer CPU Processors;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.49 x 4.17 x 1.81 inches;;;;;;PC;;;;;;;;;;;;;;;;;0.282 ounces;;;;;;;;Intel;;;;Intel;;10.0;;;B086MG1C7D;;;
34;34;ANPBAORE 240W PS-4241-1HA 702307-001 702455-001 Power Supply for HP ProDesk 400 600 800 G1 G2 SFF，P/N: 751884-001, 702309-001, 751886-001;ANPBAORE;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1F9ITPNNFYLVL&isAmazonFulfilled=1;;;;;;;;;;;;6 x 3.8 x 2.8 inches;;;;;;ANPBAORE;;;;;;;;;;;;;;;April 23, 2020;;;;#1,082 in Computer Power Supplies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5 pounds;;;;;;;;;;;;;;;;;B08B13KLQL;;;
35;35;Acer Chromebase AIO Desktop, 23.8inch Full HD Touch Screen, Intel Core i5-8250U Processor, 8GB DDR4 Memory, 128GB M.2 SSD, 802.11ac WiFi 5, Bluetooth 4.2 LE, Chrome OS, USB Keyboard & Mouse, CA24I2-5T2;;;;;https://www.amazon.com//Acer-Chromebase-Processor-Bluetooth-CA24I2-5T2/product-reviews/B084TBGQMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;21.28 x 1.64 x 17.2 inches;;;;;;;;Intel UHD Graphics 620;;;;1920 x 1080;;;;Intel;;;4.5;;February 14, 2020;;;Integrated;#48,497 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #548 in All-in-One Computers;4.0;;;;;;;CA24I2-5T2;;1920 x 1080;;;Chrome OS;;;;;;;;;;;;;;;21.28 x 1.64 x 17.2 inches;;;;;No Optical Drive;PC;;;;Bluetooth, 801.11ac;Serial ATA;;;;;;;;;;;;15.43 pounds;128;;;;;;;Acer;23.8 Inches;;;Intel;;1.0;;CA24I2-5T2;B084TBGQMP;;;DDR2 SDRAM
36;36;Lenovo Ideapad 3 81WA00B1US Intel Pentium Gold 6405U Dual Core Processor 4GB RAM 128GB Solid State Drive HD LED Backlit Anti-Glare Display;Riz Electronics;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AQ14ZPGW8GYC&isAmazonFulfilled=1;VicTsing MM057 2.4G Wireless Portable Mobile Mouse Optical Mice with USB Receiver, 5 Adjustable DPI…;https://www.amazon.com/VicTsing-Wireless-Portable-Receiver-Adjustable/dp/B013WC0P2A/ref=pd_bxgy_2/147-4304929-6627662?_encoding=UTF8&pd_rd_i=B013WC0P2A&pd_rd_r=2f89a370-29a4-4367-a995-acbfce2d0c7e&pd_rd_w=pZlOH&pd_rd_wg=vPZDA&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=546XG8MYB3DF09T6N2NF&psc=1&refRID=546XG8MYB3DF09T6N2NF;https://www.amazon.com//Lenovo-Ideapad-81WA00B1US-Processor-Anti-Glare/product-reviews/B08NHWVWYR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;6 Hours;;;;;;;;;;Integrated Intel UHD Graphics;19.33 x 12.48 x 2.83 inches;;;1366 x 768 Pixels;;;;;;;4.4;;November 15, 2020;;;Integrated;#2,128 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #234 in Traditional Laptop Computers;;;;;;;;81WA00B1US;;;;;Windows 10 S;;;1 Lithium Polymer batteries required. (included);;;Battery Powered;;;;;Black;;;2400 MHz;;;;;;;PC;;;;Bluetooth;Solid State;;;;;;;;;;;;3.3 pounds;128 GB;;;;;;;Lenovo;14 Inches;;;Intel;;2.0;;Lenovo Ideapad;B08NHWVWYR;;;DDR4 SDRAM
37;37;AMD Ryzen 5 5600X 6-core, 12-Thread Unlocked Desktop Processor with Wraith Stealth Cooler;DrewSellsStuff LLC;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3L63HR3CNI7FK&isAmazonFulfilled=1;;;https://www.amazon.com//AMD-Ryzen-5600X-12-Thread-Processor/product-reviews/B08166SLDF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;1.57 x 1.57 x 0.24 inches;;;;;;AMD;;;;;;;;;;;;;4.8;;November 5, 2020;;;;#2 in Computer CPU Processors;;;;;;;;AMD Ryzen 5 5600X;;;;;;;;;;;;;;;;;;;;1.57 x 1.57 x 0.24 inches;;;;;;;;;;;;;;;;;;;No;;;;2.8 ounces;;;;;;;;AMD;;;;AMD;;6.0;;AMD Ryzen 5 5600X, with Wraith Stealth;B08166SLDF;;;
38;38;Lenovo Tab M10 Plus, 10.3inch FHD Android Tablet, Octa-Core Processor, 64GB Storage, 4GB RAM, Iron Grey, ZA5T0300US;;;;;https://www.amazon.com//Lenovo-Android-Octa-Core-Processor-ZA5T0300US/product-reviews/B083JXPDL5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;9.6 x 6.04 x 0.33 inches;;;;;;;;;;;;1920 x 1200;;;;;;;4.5;;January 6, 2020;;;Integrated;#346 in Electronics ( See Top 100 in Electronics ) #23 in Computer Tablets;;5 MP;;;;;;ZA5T0300US;;1920 x 1200;;;Android 9 Pie;;;;;;;;;;;Gray;;;;9.6 x 6.04 x 0.33 inches;;;;;;Android;;;;802.11a/b/g/n/ac, 5 GHz Radio Frequency, 2.4 GHz Radio Frequency;;;;;;;;;;;;;1.5 pounds;64 GB;;;;;;;Lenovo;10.3 Inches;;;MediaTek;;8.0;;ZA5T0300US;B083JXPDL5;;;
39;39;Intel Core i7-8700K Desktop Processor 6 Cores up to 4.7GHz Turbo Unlocked LGA1151 300 Series 95W;KW-TECH;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8Y74GVD15XGJ&isAmazonFulfilled=1;;;https://www.amazon.com//Intel-i7-8700K-Desktop-Processor-Unlocked/product-reviews/B07598VZR8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;4 x 2 x 4.6 inches;;;;;;Intel;;Intel HD Graphics;;;;;240 volts;;;;;;4.8;;October 5, 2017;;;Integrated;#53 in Computer CPU Processors;;;;;;;;BX80684I78700K;;;;;;;;1 Lithium ion batteries required.;;;;;;;;Core i7-8700K;;;3700 MHz;4 x 2 x 4.6 inches;;;;;;;;;;;;;;;;;;;No;;;;3 ounces;;;;;;;;Intel;;;;Intel;;6.0;;;B07598VZR8;;;DDR4 SDRAM
40;40;AMD Ryzen Threadripper 3970X 32-Core, 64-Thread Unlocked Desktop Processor, without Cooler;;;;;https://www.amazon.com//AMD-Ryzen-Threadripper-3970X-64-Thread/product-reviews/B0815JJQQ8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;3.07 x 2.2 x 0.3 inches;;;;;;AMD;;;;;;;;;;;;;4.8;;November 25, 2019;;;;#120 in Computer CPU Processors;;;;;;;;AMD Ryzen Threadripper 3970X;;;;;;;;;;;;;;;;;;;;3.07 x 2.2 x 0.3 inches;;;;;;;;;;;;;;;;;;;;;;;1.96 pounds;;;Unisex-adult;;;;;AMD;;;;AMD;;32.0;;AMD Ryzen Threadripper 3970X;B0815JJQQ8;;;
41;41;ASUS Laptop L210 Ultra Thin Laptop, 11.6” HD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-DB01;;;;;https://www.amazon.com//ASUS-Processor-NumberPad-Microsoft-L210MA-DB01/product-reviews/B081V6W99V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;12 Hours;;11 x 7.5 x 0.67 inches;;;;;;;;Intel UHD Graphics 600;;;;1366 x 768 Pixels;19 volts;;;Intel;;;4.3;;October 5, 2020;;;Integrated;#18 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #2 in Traditional Laptop Computers;2.0;;;;;;;L210MA-DB01;;;;;Windows 10 S;;;1 Lithium Metal batteries required. (included);;;Battery Powered;;;;;Blue;;;2.8 GHz;11 x 7.5 x 0.67 inches;;;;;No Optical Drive;PC;4 GB;;;Bluetooth, 802.11ac;;;;;;;;;;;;;2.31 pounds;64;;;;;;;ASUS;11.6 Inches;;;Intel;;2.0;;ASUS Laptop L210MA;B081V6W99V;1.0;;DDR4 SDRAM
42;42;Intel Core i7-10700 Comet Lake 2.9GHz 16MB Cache CPU Desktop Processor Boxed;IPC-STORE✅;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A284PRV19Y1MTF&isAmazonFulfilled=1;;;https://www.amazon.com//Intel-i7-10700-2-9GHz-Desktop-Processor/product-reviews/B0883NPRL9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;4.72 x 2.76 x 3.94 inches;;;;;;Intel;;;;;;;;;;;;;4.7;;June 27, 2020;;;;#269 in Computer CPU Processors;;;;;;;;BX8070110700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2 ounces;;;;;;;;;;;;;;;;;B0883NPRL9;;;
43;43;SAMSUNG XE350XBA-K01US Chromebook 4 + Chrome OS 15.6inch Full HD Intel Celeron Processor N4000 4GB RAM 32Gb Emmc Gigabit Wi-Fi, Silver;;;VicTsing 2.4G Slim Wireless Mouse with Nano Receiver, Less Noise, Portable Mobile Optical Mice for…;/VicTsing-Wireless-Receiver-Noiseless-Computer/dp/B073CDQ1Z4/ref=pd_bxgy_2/135-0841375-8864254?_encoding=UTF8&pd_rd_i=B073CDQ1Z4&pd_rd_r=1045bbbd-9ba0-46b3-8e73-79a2e1cfbf7b&pd_rd_w=uP9UL&pd_rd_wg=yeS2t&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=3MQQ60WYG92KHQCXEDH9&psc=1&refRID=3MQQ60WYG92KHQCXEDH9;https://www.amazon.com//Samsung-Chromebook-Processor-32Gb-Emmc-XE350XBA-K01US/product-reviews/B07XW266D9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;14.16 x 9.64 x 0.65 inches;;;;;;;;Intel Celeron Processor N4000;;;;1920 x 1080;;;;Intel;;;4.4;;October 7, 2019;;;Integrated;#230 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #24 in Traditional Laptop Computers;2.0;;;;;;;XE350XBA-K01US;;;;;Chrome OS;;;1 Lithium ion batteries required. (included);;;Battery Powered;;;;;Silver;;XE350XBA-K01US;2133 GHz;14.16 x 9.64 x 0.65 inches;;;;;No Optical Drive;PC;4 GB;;;801.11ac;ATA;;;;;;;;;;;;3.8 pounds;;;;;;;;Samsung Electronics;15.6 Inches;;;Intel;;1.0;;Chromebook 4+;B07XW266D9;;;DDR4 SDRAM
44;44;Daysky R9 PRO Laptop, 15.6inch Full HD Display, Intel Celeron J4115 Processor, 8GB DDR4 RAM 128GB SSD, Number Keyboard Easy Typing, RJ45 Network Port, Windows 10, Silver;Daysky Official Store;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AFDY9I99WDXFG&isAmazonFulfilled=1;;;https://www.amazon.com//R9-Display-Celeron-Processor-Keyboard/product-reviews/B08LZMPFYX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;14.17 x 9.45 x 0.79 inches;;;;;;;;Intel® HD Graphics 600;;;;1920*1080 Pixels;7.4 volts;;;Intel;;;3.7;;October 26, 2020;;;Integrated;#42,364 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #6,775 in Traditional Laptop Computers;;;;;;;;R9 pro;;;;;Windows 10;;;;;;Battery Powered;;;;;Silver;;;2.5 GHz;14.17 x 9.45 x 0.79 inches;;;;;;PC;;;;Bluetooth, 802.11a;USB 3.0;;;;;;;;;;;;3.3 pounds;;;;;;;;DaySky;15.6 Inches;;;Intel;;2.0;;Daysky R9 Pro;B08LZMPFYX;;;DDR4 SDRAM
45;45;Intel Celeron G4930 Desktop Processor 2 Core 3.2 GHz LGA1151 300 Series 54W;;;;;https://www.amazon.com//Intel-Celeron-Desktop-Processor-LGA1151/product-reviews/B07S8DWXTC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;4.57 x 2.76 x 3.98 inches;;;;;;Intel;;;;;;;;;;;;;4.5;;May 15, 2019;;;;#33 in Computer CPU Processors;;;;;;;;BX80684G4930;;;;;;;;;;;;;;;;;;;;4.57 x 2.76 x 3.98 inches;;;;;;;;;;;;;;;;;;;No;;;;9.1 ounces;;;;;;;;Intel;;;;Intel;;2.0;;Intel Celeron;B07S8DWXTC;;;
46;46;Samsung Chrome OS 15.6inch Full HD Intel Celeron Processor N4000 4GB RAM 64GB eMMC Gigabit Wi-Fi -XE350XBA-K02US (Renewed);;;;;https://www.amazon.com//Samsung-Celeron-Processor-Gigabit-XE350XBA-K02US/product-reviews/B0875VM7MN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;5 Hours;;21 x 12 x 3 inches;;;;;;;;;;1 RPM;;;;;;Intel;;;4.5;;April 16, 2020;;;Integrated;#4,452 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #488 in Traditional Laptop Computers;;;;;;;;;;;;;Chrome OS;;;1 Lithium ion batteries required. (included);;;Battery Powered;;;;;Samsung Chrome OS 15 Inch Full HD Intel Celeron Processor N4000 4GB RAM 64GB eMMC Gigabit Wi-Fi -XE350XBA-K02US (Renewed);;;2.6 GHz;21 x 12 x 3 inches;;;;;;PC;;;;801.11ac;Ethernet;;;;;;;;;;;;5 pounds;;;;;;;;SAMSUNG;15.6 Inches;;;Intel;;1.0;;Chromebook 4+;B0875VM7MN;;;DDR4 SDRAM
47;47;2020 Newest Lenovo IdeaPad 3 15inch Laptop, AMD Ryzen 5 3500U Quad-Core Processor, 8GB Memory, 256GB Solid State Drive, Windows 10, Abyss Blue, 81W1009DUS (Google Classroom Compatible);BroadElectronics;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3VFL4BM5YFV05&isAmazonFulfilled=1;"Lenovo IdeaPad 3 14"" Laptop, 14.0"" FHD 1920 x 1080 Display, AMD Ryzen 5 3500U Processor, 8GB DDR4…";https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81W0003QUS/dp/B0862269YP/ref=pd_bxgy_2/136-0298799-7953952?_encoding=UTF8&pd_rd_i=B0862269YP&pd_rd_r=831512e8-0497-4f5c-8b2a-c12e0ee1af09&pd_rd_w=eNSX0&pd_rd_wg=5997c&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=622X8NQ72JRCTJGFYHH7&psc=1&refRID=622X8NQ72JRCTJGFYHH7;https://www.amazon.com//Lenovo-Quad-Core-Processor-81W1009DUS-Compatible/product-reviews/B08HLD3N5C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;6 Hours;;15.6 x 10.2 x 0.8 inches;;;;;;;;AMD Radeon RX Vega 8;;;;1920 x 1080 Pixels;;;;;;;4.9;;September 6, 2020;;;Integrated;#1,328 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #131 in Traditional Laptop Computers;;;;;;;;LenovoC2436;;;;;Windows 10;;;1 Lithium Metal batteries required.;;;Battery Powered;;;;;Abyss Blue;;;2400 MHz;15.6 x 10.2 x 0.8 inches;;;;;;PC;;;;Bluetooth;Solid State;;;;;;;;;;;;3.65 pounds;256 GB;;;;;;;Lenovo;15.6 Inches;;;AMD;;4.0;;C;B08HLD3N5C;;;DDR4 SDRAM
48;48;AMD Ryzen 9 5900X 12-core, 24-Thread Unlocked Desktop Processor Without Cooler;;;;;https://www.amazon.com//AMD-Ryzen-5900X-24-Thread-Processor/product-reviews/B08164VTWH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;1.57 x 1.57 x 0.24 inches;;;;;;AMD;;;;;;;;;;;;;4.8;;November 5, 2020;;;;#38 in Computer CPU Processors;;;;;;;;AMD Ryzen 9 5900X;;;;;;;;;;;;;;;;;;;;1.57 x 1.57 x 0.24 inches;;;;;;;;;;;;;;;;;;;;;;;2.8 ounces;;;;;;;;AMD;;;;AMD;;12.0;;AMD Ryzen 9 5900X, without cooler;B08164VTWH;;;
49;49;MSI MAG B550 TOMAHAWK Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, HDMI/DP, ATX, AMD Ryzen 5000 Series processors);T3Wares;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1O63NEWOAZXWR&isAmazonFulfilled=1;;;https://www.amazon.com//MSI-MAG-B550-TOMAHAWK-Motherboard/product-reviews/B089CWDHFZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;12 x 9.6 x 1.5 inches;;;;;;MSI COMPUTER;;;;;;;;;;;;;4.7;;June 16, 2020;;;;#4 in Computer Motherboards;;;;;;;;MAG B550 TOMAHAWK;;;;;;;;;;;;;;;;;;;4866 MHz;12 x 9.6 x 1.5 inches;;;;;;;;;;;;;;;;;;;;;;;4.16 pounds;;;;;;;;MSI;;;;;;;;;B089CWDHFZ;;;
50;50;HP Chromebook 14-inch Laptop with 180-Degree Hinge, Full HD Screen, AMD Dual-Core A4-9120 Processor, 4 GB SDRAM, 32 GB eMMC Storage, Chrome OS (14-db0080nr, Ink Blue);Lucky Shopping  &  Better Living;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A33RWMWIIP141X&isAmazonFulfilled=1;;;https://www.amazon.com//HP-Chromebook-180-degree-Dual-Core-14-db0080nr/product-reviews/B07M5KCJTM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;8.93 x 13.27 x 0.72 inches;;;;;;;;;;0.01 RPM;;1920x1080 Pixels;;;;AMD;;;4.4;;January 27, 2019;;;Integrated;#12,727 in Electronics ( See Top 100 in Electronics ) #985 in Computers & Tablets;;;;;;;;14-db0080nr;;;;;Chrome OS;;;1 Lithium ion batteries required. (included);;;;;;;;Ink Blue;;;1866 MHz;8.93 x 13.27 x 0.72 inches;;;;;;;;;;802.11b, 802.11g;Solid State;;;;;;;;;;;;3 pounds;32;;;;;;;HP;14 Inches;;;AMD;;2.0;;HP Chromebook;B07M5KCJTM;2.0;;Unknown
51;51;Mini PC Windows 10 Pro Upgraded 8GB RAM 128GB SSD Intel Core i5-5257U Processor(up to 3.1Ghz), Desktop Computer 4K HD with USB-C/HDMI 2.0 / Mini DP Port,2X Ethernet Dual Wi-Fi;jack'shop;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2GFAOFH7QLTX9&isAmazonFulfilled=1;;;https://www.amazon.com//Upgraded-i5-5257U-Processor-Computer-Ethernet/product-reviews/B0894BLMLW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;8.4 x 6 x 3 inches;;;Intel Iris Graphics 6100;;;;;;;4.7;;May 25, 2020;;;;#9,643 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #231 in Mini Computers;;;;;;;;U700;;;;;Windows 10 Pro;;;;;;DC;;;;;;;;;;;;;;;PC;;;;802.11ac;Serial ATA-600;;;;;;;;;;;;1.9 pounds;128 GB;;;;;;;COOFUN;;;;Intel;;2.0;;;B0894BLMLW;;;DDR3 SDRAM
52;52;Acer Aspire TC-895-UA91 Desktop, 10th Gen Intel Core i3-10100 4-Core Processor, 8GB 2666MHz DDR4, 512GB NVMe M.2 SSD, 8X DVD, 802.11ax Wi-Fi 6, USB 3.2 Type C, Windows 10 Home;Ari Tech;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3NXP5M8O10L4O&isAmazonFulfilled=1;Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port…;https://www.amazon.com/Acer-SB220Q-Ultra-Thin-Frame-Monitor/dp/B07CVL2D2S/ref=pd_bxgy_2/131-4428200-0011620?_encoding=UTF8&pd_rd_i=B07CVL2D2S&pd_rd_r=4255a35a-a758-417d-ae29-3f4190da84b7&pd_rd_w=rolDQ&pd_rd_wg=y17Ov&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=SWRJAAHYW7TJSHDZXT8D&psc=1&refRID=SWRJAAHYW7TJSHDZXT8D;https://www.amazon.com//Acer-TC-895-UA91-i3-10100-Processor-802-11ax/product-reviews/B088X29HF6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;13.78 x 6.42 x 13.39 inches;;;;;;;;Intel UHD Graphics 630;;0.1;;;;;;;;;4.7;;July 20, 2020;;;Integrated;#254 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #6 in Tower Computers;5.0;;;;;;;TC-895-UA91;;;;;Windows 10 Home;;;;;;;;;;;;;;2666 MHz;13.78 x 6.42 x 13.39 inches;;;;;DVD-RW;Windows;0.1 GB;;;5 GHz Radio Frequency, 802.11ab, 2.4 GHz Radio Frequency;Solid State;;;;;;;;;;;;14.12 pounds;512;;;;;;;Acer;0.1;;;Intel;;4.0;;Aspire;B088X29HF6;2.0;;DDR4 SDRAM
53;53;HP 14inch Full HD Touchscreen Chromebook AMD Dual-Core A4-9120 Processor, 4GB DDR4 Memory, 32GB eMMC Storage, AMD Radeon Graphics,Audio by B&O, Chrome OS Ink Blue(Renewed);ShopAmerica (SN Recorded);https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A18RSW2ZEV166G&isAmazonFulfilled=1;CaseBuy Colorful Ultra Thin Keyboard Cover for HP 14 inch Chromebook/HP Chromebook 14-db Series/HP…;https://www.amazon.com/CaseBuy-Colorful-Keyboard-Chromebook-Rainbow/dp/B07HMXJFSL/ref=pd_bxgy_2/147-6419943-4897528?_encoding=UTF8&pd_rd_i=B07HMXJFSL&pd_rd_r=0809467e-fb41-4b3c-910e-24be62ddfcec&pd_rd_w=t8Ury&pd_rd_wg=fLE4l&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=AW4HFMVARNNKYP8PPP4D&psc=1&refRID=AW4HFMVARNNKYP8PPP4D;https://www.amazon.com//HP-Touchscreen-Chromebook-Dual-Core-Processor/product-reviews/B084Q3Y9W1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;13 x 9 x 0.72 inches;;;;;;;;R4 Graphics;;;;1920 x 1080 Pixels;;;;Amd;;;4.5;;February 12, 2020;;;;#5,233 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #581 in Traditional Laptop Computers;;;;;;;;HP 14 Touch Chomebook;;;;;Chrome OS;;;1 Lithium Metal batteries required. (included);;;;;;;;Ink Blue;;;1.6 GHz;13 x 9 x 0.72 inches;;;;;;PC;;;;Bluetooth, 802.11a;Solid State;;;;;;;;;;;;3.4 pounds;32 GB;;;;;;;HP;14 Inches;;;AMD;;2.0;;14 touch;B084Q3Y9W1;;;DDR DRAM
54;54;AMD Ryzen 9 5950X 16-core, 32-Thread Unlocked Desktop Processor Without Cooler;;;;;https://www.amazon.com//AMD-Ryzen-5950X-32-Thread-Processor/product-reviews/B0815Y8J9N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;1.57 x 1.57 x 0.24 inches;;;;;;AMD;;;;;;;;;;;;;4.6;;November 5, 2020;;;;#42 in Computer CPU Processors;;;;;;;;AMD Ryzen 9 5950X;;;;;;;;;;;;;;;;;;;;1.57 x 1.57 x 0.24 inches;;;;;;;;;;;;;;;;;;;;;;;2.8 ounces;;;;;;;;AMD;;;;AMD;;16.0;;AMD Ryzen 9 5950X, without cooler;B0815Y8J9N;;;DDR SDRAM
