,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,is discontinued by manufacturer,ink color,manufacturer,rating,international shipping,chipset brand,graphics coprocessor,series,hard drive interface,processor brand,pricing,hard drive rotational speed,color name,number of usb 2.0 ports,product dimensions,card description,other display features,power source,manufacturer part number,colour,flash memory size,item package quantity,package dimensions,binding,optical drive type,memory speed,batteries included?,screen resolution,brand,item model number,wireless type,size,connectivity technology,graphics card ram size,max screen resolution,shape,material,standing screen display size,ASIN,national stock number,release date,department,battery cell type,processor count,model number,form factor,color,included components,connectivity technologies,number of items,best sellers rank,batteries,os,average battery life (in hours),computer memory type,voltage,device interface - primary,battery description,special features,hardware platform,item dimensions  lxwxh,domestic shipping,operating system,part number,batteries required,date first available,brand name,type of bulb,language,expansion,item weight,rated,number of usb 3.0 ports,material type,rear webcam resolution,batteries required?
21,"PICTEK Full Size Mechanical Gaming Keyboard, Rainbow Backlit Ultra-Slim Wired USB Keyboard with Blue Switches Double-Shot Keycaps, Splash-Proof, Full-Key Rollover, Ideal for Windows Mac Gaming",fenganyiliaoshebei,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34RX3S8QI1SWB&isAmazonFulfilled=1,"VicTsing Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for…",https://www.amazon.com/VicTsing-Stitched-Premium-Textured-Non-Slip-10-2%C3%978-3%C3%970-08/dp/B075WW7V6W/ref=pd_bxgy_2/134-5452728-9356635?_encoding=UTF8&pd_rd_i=B075WW7V6W&pd_rd_r=9f25ba1d-0dec-4917-8408-56bfeca53375&pd_rd_w=ba0At&pd_rd_wg=gGXd2&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=FBQKC0E9E2N103B5KQPQ&psc=1&refRID=FBQKC0E9E2N103B5KQPQ,https://www.amazon.com//PICTEK-Mechanical-Ultra-Slim-Double-Shot-Splash-Proof/product-reviews/B089NQD4RR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No,,PICTEK,4.7,,,,,,,,,,,17.72 x 6.46 x 1.85 inches,,,,,,,,,,,,,,,,,,,,,,,,B089NQD4RR,,,,,,,,,,,,#210 in Video Games ( See Top 100 in Video Games ) #2 in Mac Gaming Keyboards #10 in PC Gaming Keyboards,,,,,,,,,,,,,,,"June 4, 2020",,,,,1.87 pounds,,,,,
22,"Wireless Keyboard and Mouse Combo, CHESONA 2.4GHz Silent Slim Compact Full Size Low Profile Keyboard and Mouse Set with Numeric Keypad for Windows, Laptop, Notebook, PC, Desktop, Computer, Black",CHESONA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A84XGEFKQC1EI&isAmazonFulfilled=1,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating…",https://www.amazon.com/HP-23-8-inch-Adjustment-Speakers-VH240a/dp/B072M34RQC/ref=pd_bxgy_2/139-6610131-6079644?_encoding=UTF8&pd_rd_i=B072M34RQC&pd_rd_r=88fbdeaa-8b2e-411a-a2c9-c3b63de9f2ff&pd_rd_w=y7GjN&pd_rd_wg=UhgDg&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=GV3JW53179ZQ49NY1S62&psc=1&refRID=GV3JW53179ZQ49NY1S62,https://www.amazon.com//Wireless-Keyboard-Mouse-CHESONA-Notebook/product-reviews/B08RXP5GTF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,CHESONA,4.7,,,,,,,,,,,16.81 x 4.57 x 0.24 inches,,,,,,,,,,,,,,,Wireless Keyboard Mouse,,,,,,,,,B08RXP5GTF,,,,,,,,,,,,#186 in Computer Keyboard & Mouse Combos,,,,,,,,,,,,,,,"January 3, 2021",,,,,1.59 pounds,,,,,
23,"Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set Less Noise Keys 2.4G Ultra-Thin Sleek Design for Windows, Computer, PC, Notebook, Laptop - (Blue)",cntorich,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2XQ24V0YK7MEI&isAmazonFulfilled=1,"Laptop Stand with Built-in Foldable Legs and Phone Holder, Jelly Comb 9-Adjustable Height Laptop…",https://www.amazon.com/Jelly-Comb-Multi-Angle-Adjustable-Ventilated/dp/B07YSLY5C4/ref=pd_bxgy_2/141-0179132-4886831?_encoding=UTF8&pd_rd_i=B07YSLY5C4&pd_rd_r=a968a1b8-f243-45e7-81d3-8f3f781872b5&pd_rd_w=SSL4e&pd_rd_wg=UVEJ0&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ZAXZCMMKE8MDHPQ88NFG&psc=1&refRID=ZAXZCMMKE8MDHPQ88NFG,https://www.amazon.com//Wireless-Keyboard-Cimetech-Ultra-Thin-Computer/product-reviews/B08KXJJT6Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,cntorich,4.2,,,,,,,,,,,,,,,,,,,17.5 x 8.5 x 1.1 inches,,,,,,,,,,,,,,,,B08KXJJT6Y,,,,,,,,,,,,#99 in Computer Keyboard & Mouse Combos,,,,,,,,,,,,,,,"October 9, 2020",,,,,1.3 pounds,,,,,
24,HP USB Slim Business Keyboard,IT PARTS CONNECTION,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADA27U75I6TK3&isAmazonFulfilled=1,HP x500 Optical Wired USB Mouse,https://www.amazon.com/Hp-E5E76AA-X500-Wired-Mouse/dp/B00G0F71ZG/ref=pd_bxgy_2/136-1822133-6587838?_encoding=UTF8&pd_rd_i=B00G0F71ZG&pd_rd_r=227d8784-bd70-4bed-a064-3267fa93601c&pd_rd_w=zJIli&pd_rd_wg=a4One&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Q192NBXK4NYHDAGYZTQ0&psc=1&refRID=Q192NBXK4NYHDAGYZTQ0,https://www.amazon.com//HP-USB-Slim-Business-Keyboard/product-reviews/B01BQ8S45M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No,,hp,4.6,,,,HP 803181-001,,,,,,,18 x 6.6 x 1.1 inches,,,,,,,,,,,,,,HP,N3R87AT#ABA,,,,,,,,,B01BQ8S45M,,,,,,,,Black,,,,#45 in Computer Keyboards,,,,,,,,,,18 x 6.6 x 1.1 inches,,,,,"September 27, 2017",,,,,7.2 ounces,,,,,
25,Logitech K380 Multi-Device Wireless Bluetooth Keyboard - Rose,,,,,https://www.amazon.com//Logitech-Multi-Device-Wireless-Bluetooth-Keyboard/product-reviews/B08834ZY6X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Logitech,4.6,,,,K380 Multi Device Wireless Keyboard,,,,,,,4.9 x 10.9 x 0.6 inches,,,,,,,,,,,,,,Logitech,920-009599,,,,,,,,,B08834ZY6X,,,,,,,,Rose,,,,#124 in Computer Keyboards,,,,,,,,,"PC, Tablet, Smartphone",4.9 x 10.9 x 0.6 inches,,"MacOS, iPadOS, iOS, Apple TV, Windows, Chrome OS, Android",,,"July 7, 2020",,,,,14.4 ounces,,,,,
26,Amazon Basics Matte Black Wired Keyboard - US Layout (QWERTY),,,,,https://www.amazon.com//AmazonBasics-Matte-Keyboard-QWERTY-Layout/product-reviews/B07WJ5D3H4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Amazon Basics,4.5,,,,,,,,,,,17.39 x 5.01 x 1.06 inches,,,,,,,,,,,,,,Amazon Basics,ACI-2323-01,,,,,,,,,B07WJ5D3H4,,,,,,,,Black,,,,#34 in Computer Keyboards,,,,,,,,,,17.39 x 5.01 x 1.06 inches,,"Windows xp, Windows vista, Windows 2000",,,"December 2, 2019",,,,,15.7 ounces,,,,,
27,"Gaming Keyboard and Mouse Combo, K1 LED Rainbow Backlit Keyboard with 104 Key Computer PC Gaming Keyboard for PC/Laptop(White)",MageGee Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3V2ZVEJH1XGB7&isAmazonFulfilled=1,Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port…,https://www.amazon.com/Acer-SB220Q-Ultra-Thin-Frame-Monitor/dp/B07CVL2D2S/ref=pd_bxgy_2/134-0930069-3681727?_encoding=UTF8&pd_rd_i=B07CVL2D2S&pd_rd_r=344c4cf9-92aa-472a-b4d9-144427639e90&pd_rd_w=t1bAM&pd_rd_wg=aAIBG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=2TQ5EG03W4G5FANHN56T&psc=1&refRID=2TQ5EG03W4G5FANHN56T,https://www.amazon.com//Gaming-Keyboard-Rainbow-Backlit-Computer/product-reviews/B07W6ZTMWP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,MageGee,4.6,,,,,,,,,,,,,,,,,,,17.68 x 8.66 x 1.93 inches,,,,,,,,,,,,,,,,B07W6ZTMWP,,,,,,,,,,,,#201 in Video Games ( See Top 100 in Video Games ) #1 in Mac Gaming Keyboards #8 in PC Gaming Keyboards,,,,,,,,,,,,,,,"August 9, 2019",,,,,2.7 pounds,,,,,
28,X9 Performance Wireless Ergonomic Keyboard with Wrist Rest - Comfort meets Productivity - USB Wireless Keyboard with 104 Keys and 2 Tone Shiny Matte Finish - 2.4G RF PC Keyboard for Laptop or Computer,Jukegear,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1EFL1J69ZJCO9&isAmazonFulfilled=1,"VicTsing MM057 2.4G Wireless Portable Mobile Mouse Optical Mice with USB Receiver, 5 Adjustable DPI…",https://www.amazon.com/VicTsing-Wireless-Portable-Receiver-Adjustable/dp/B013WC0P2A/ref=pd_bxgy_2/144-4179956-3004963?_encoding=UTF8&pd_rd_i=B013WC0P2A&pd_rd_r=4a6a2105-2ee3-44e5-a325-a29259a30ead&pd_rd_w=mdMOx&pd_rd_wg=qFw2u&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=JJYRC5DBDCSXHFSSDXVR&psc=1&refRID=JJYRC5DBDCSXHFSSDXVR,https://www.amazon.com//X9-Performance-Wireless-Ergonomic-Keyboard/product-reviews/B087HFVLRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,X9 Performance,4.3,,,,,,,,,,,,,,,,,,,18 x 7.5 x 1 inches,,,,,,,X9RFPALMKEY,,,,,,,,,,,,,,,,,,,,,#117 in Computer Keyboards,1 AAA batteries required. (included),,,,,,,,,,,,,,"September 21, 2020",,,,,1.5 pounds,,,,,
29,Corsair K60 RGB Pro Low Profile Mechanical Gaming Keyboard - Cherry MX Low Profile Speed Mechanical Keyswitches – Slim and Streamlined Durable Aluminum Frame - Customizable Per-Key RGB Backlighting,,,Logitech G502 Hero High Performance Gaming Mouse,/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68/ref=pd_bxgy_2/144-5026199-5630118?_encoding=UTF8&pd_rd_i=B07GBZ4Q68&pd_rd_r=dba2452a-aec4-4c0b-93c3-a9b16206d773&pd_rd_w=mysYA&pd_rd_wg=QcwtY&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=X3TNTQR4YYNHE2SF31AZ&psc=1&refRID=X3TNTQR4YYNHE2SF31AZ,https://www.amazon.com//Corsair-Profile-Mechanical-Gaming-Keyboard/product-reviews/B08J6FC3F3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Corsair,4.6,,,,,,,,,,,18 x 18 x 2 inches,,,,,,,,,,,,,,Corsair,CH-910D018-NA,,,,,,,,,B08J6FC3F3,,,,,,,,Black,,,,"#6,198 in Video Games ( See Top 100 in Video Games ) #429 in PC Gaming Keyboards #432 in Computer Keyboards",,,,,,,,,PC,18 x 18 x 2 inches,,"Mac OS X 10.15 or newer, Windows 10",,,"October 13, 2020",,,,,2.44 pounds,,,,,
30,"Multi-Devcie Bluetooth Keyboard for MAC OS/iOS/ipad OS,Jelly Comb Rechargeable Slim Wireless Keyboard Switch to 3 Devices Compatible for MacBook Pro,Air/iPad Pro,Air/Laptop/PC/Android/Windows",Yepexwo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AL43Y7EFA144O&isAmazonFulfilled=1,"Bluetooth Mouse, Jelly Comb MS003 Slim Dual Mode(Bluetooth 4.0 + USB) 2.4GHz Wireless Bluetooth…",https://www.amazon.com/Bluetooth-Jelly-Comb-Wireless-MacBook/dp/B07N1CMC4P/ref=pd_bxgy_2/145-3245226-9636866?_encoding=UTF8&pd_rd_i=B07N1CMC4P&pd_rd_r=c0e97591-2266-4659-8612-42f2d5c6450b&pd_rd_w=aOd3l&pd_rd_wg=SC8cb&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=JRB5FGMAYW8VQRS5DA1A&psc=1&refRID=JRB5FGMAYW8VQRS5DA1A,https://www.amazon.com//Multi-Devcie-Jelly-Comb-Rechargeable-Compatible/product-reviews/B08BKP1ZPW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Jelly Comb,4.8,,,,,,,,,,,,,,,,,,,15.8 x 7.7 x 1.4 inches,,,,,,Jelly Comb,,,,,,,,,,B08BKP1ZPW,,,,,,,,Black and Blue,,,,#48 in Computer Keyboards,,,,,,,,,,,,Mac os,,,"June 21, 2020",,,,,2.05 pounds,,,,,
31,Razer Cynosa Chroma Gaming Keyboard: 168 Individually Backlit RGB Keys - Spill-Resistant Design - Programmable Macro Functionality - Quiet & Cushioned,,,,,https://www.amazon.com//Razer-Cynosa-Chroma-Gaming-Keyboard/product-reviews/B075KMZ4MX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No,,Razer Inc.,4.7,,,,RAZER USA LTD,,,,,,,18.24 x 6.07 x 1.22 inches,,,,,,,,,,,,,,Razer,RZ03-02260200-R3U1,,,,,,,,,B075KMZ4MX,,,,,,,,Black,,,,#54 in Video Games ( See Top 100 in Video Games ) #2 in PC Gaming Keyboards,1 Lithium ion batteries required.,,,,,,,,PC,18.24 x 6.07 x 1.22 inches,,Microsoft Windows,,,"October 26, 2017",,,,,2.09 pounds,,,,,
32,"Multi-Device Keyboard for Mac OS/iOS/iPad OS, Jelly Comb Bluetooth Keyboard for MacBook Pro/Air, iMac, iPhone, iPad Pro/Air/Mini, New iPad| Connect Up to 3 Devices (White and Silver)",Jelly Comb 85,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3SOPPFSPCISXJ&isAmazonFulfilled=1,"Soundance Laptop Stand, Aluminum Computer Riser, Ergonomic Laptops Elevator for Desk, Metal Holder…",https://www.amazon.com/Ergonomic-Compatible-Notebook-Soundance-LS1/dp/B07D74DT3B/ref=pd_bxgy_2/136-4092525-6844021?_encoding=UTF8&pd_rd_i=B07D74DT3B&pd_rd_r=e5cfb42e-5ed7-4098-8c0d-c6f0ae6a6587&pd_rd_w=aubGh&pd_rd_wg=q8kXK&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8Z853D04MCS9D0JQJ85D&psc=1&refRID=8Z853D04MCS9D0JQJ85D,https://www.amazon.com//Multi-Device-Keyboard-Jelly-Comb-Bluetooth/product-reviews/B0873XBYRG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Jelly Comb,4.4,,,,,,,,,,,,,,,,,,,17.64 x 5.16 x 1.02 inches,,,,,,,,,,,,,,,,B0873XBYRG,,,,,,,,,,,,#41 in Computer Keyboards,,,,,,,,,,,,,,,"April 15, 2020",,,,,1.31 pounds,,,,,
33,"RATEL Wireless Keyboard Mouse Combo, 2.4GHz Slim Full-Sized Silent Wireless Keyboard and Mouse Combo with USB Nano Receiver for Laptop, PC (Black)",GF OF US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1HUUGAO0MN2LP&isAmazonFulfilled=1,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/141-4331746-0952844?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=bfa588e0-c05a-42b7-82da-8c3e84aa9b7e&pd_rd_w=jjfxV&pd_rd_wg=t1xmq&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4Q1GWGDQM125CJ5369RB&psc=1&refRID=4Q1GWGDQM125CJ5369RB,https://www.amazon.com//RATEL-Wireless-Keyboard-Full-Sized-Receiver/product-reviews/B07SSX2MSP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,RATEL,4.4,,,,,,,,,,,16.93 x 4.96 x 1.18 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#35 in Computer Keyboard & Mouse Combos,,,,,,,,,,,,,,,"December 1, 2018",,,,,1.1 pounds,,,,,
34,Logitech MK570 Wireless Wave Keyboard and Mouse Combo,,,,,https://www.amazon.com//Logitech-Comfort-Wireless-Keyboard-Optical/product-reviews/B0725X7NSJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No,,Logitech,4.6,,,,MK570,,,,,,,30 x 5 x 12 inches,,,,,,,,,,,,,,Logitech,,,,,,,,,,,,,,,,,,,,,,#6 in Computer Keyboard & Mouse Combos,4 AA batteries required. (included),,,,,,,,PC,30 x 5 x 12 inches,,"Windows 10 or later, Windows 8, Windows 7, Windows Vista, Windows XP",,,"May 24, 2017",,,,,1.1 pounds,,,,,
35,Logitech MX Keys Advanced Wireless Illuminated Keyboard - Graphite,,,,,https://www.amazon.com//Logitech-Advanced-Wireless-Illuminated-Keyboard/product-reviews/B07S92QBCJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Logitech,4.8,,,,,,,,,,,,,,,,,,,17.91 x 5.79 x 1.69 inches,,,,,,Logitech,920-009294,,,,,,,,,B07S92QBCJ,,,,,,,,,,,,#5 in Computer Keyboards,1 Lithium Polymer batteries required. (included),,,,,,,,"Laptop, PC, Linux",,,Linux,,,"September 4, 2019",,,,,1.9 pounds,,,,,
36,Razer BlackWidow Elite Mechanical Gaming Keyboard: Orange Mechanical Switches - Tactile & Silent - Chroma RGB Lighting - Magnetic Wrist Rest - Dedicated Media Keys & Dial - USB Passthrough,RhodyRetail,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2A0A82IF8JRE6&isAmazonFulfilled=1,Razer DeathAdder V2 Gaming Mouse: 20K DPI Optical Sensor - Fastest Gaming Mouse Switch - Chroma RGB…,https://www.amazon.com/Razer-DeathAdder-Gaming-Mouse-Programmable/dp/B082G5SPR5/ref=pd_bxgy_2/136-6968598-2296410?_encoding=UTF8&pd_rd_i=B082G5SPR5&pd_rd_r=4d6c9941-c943-43c9-8d3c-674e3e995769&pd_rd_w=ZQxwD&pd_rd_wg=verG6&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=072K7NMZF9S0YHEE3223&psc=1&refRID=072K7NMZF9S0YHEE3223,https://www.amazon.com//Razer-BlackWidow-Elite-Multi-Function-Mechanical/product-reviews/B07K1XB8Y5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No,,Razer USA Ltd,4.7,,,,BlackWidow Elite,,,,,,,6.5 x 17.65 x 1.67 inches,,,,,,,,,,,,,,Razer,RZ03-02621900-R3U1,,,,,,,,,B07K1XB8Y5,,,,,,,,Classic Black,,,,#192 in Video Games ( See Top 100 in Video Games ) #7 in PC Gaming Keyboards,,,,,,,,,PC,6.5 x 17.65 x 1.67 inches,,,,,"October 16, 2018",,,,,3.73 pounds,,,,,
37,Macally USB Wireless Keyboard and Mouse Combo - 2.4Ghz Full Size Cordless Keyboard and DPI Optical Mouse - Designed for Windows PC with USB Port - Simple Plug & Play Mouse and Keyboard Combo - (Black),Jukegear,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1EFL1J69ZJCO9&isAmazonFulfilled=1,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/135-8747538-9740348?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=33dd14c0-2fae-4b26-8eee-e510c83aa82e&pd_rd_w=ZPVqg&pd_rd_wg=ue3dk&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=B98JAE5B2JSQB8F5J367&psc=1&refRID=B98JAE5B2JSQB8F5J367,https://www.amazon.com//Macally-Wireless-Keyboard-Mouse-Combo/product-reviews/B08CHFKQN1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Mace Group Inc / Macally Peripherals,4.6,,,,,,,,,,,,,,,,,,,17.32 x 8.82 x 1.81 inches,,,,,,,RFJJKEYCOMBO,,,,,,,,,B08CHFKQN1,,,,,,,,,,,,#94 in Computer Keyboard & Mouse Combos,,,,,,,,,,,,,,,"July 12, 2020",,,,,1.74 pounds,,,,,
38,"Wireless Keyboard and Mouse Combo, Jelly Comb 2.4G Slim Ergonomic Quiet Keyboard and Mouse with Round Keys for Windows, Laptop, PC, Notebook-Black and Gray",yexu yexua,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A30CLHMTEZUEN2&isAmazonFulfilled=1,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/136-4920241-1784744?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=55a612bb-39c6-416e-942e-ff8387407fdd&pd_rd_w=1JNbB&pd_rd_wg=EekHs&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=NTJZ92MC4NZR89DY0TBM&psc=1&refRID=NTJZ92MC4NZR89DY0TBM,https://www.amazon.com//Wireless-Jelly-Comb-Ergonomic-Notebook-Black/product-reviews/B07YY7VLTV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Jelly Comb,4.5,,,,,,,,,,,,,,,,,,,15.16 x 5.43 x 2.13 inches,,,,,,Jelly Comb,,,,,,,,,,B07YY7VLTV,,,,,,,,Black and Gray,,,,#13 in Computer Keyboard & Mouse Combos,,,,,,,,,,,,"Windows xp, Windows vista, Mac os",,,"August 15, 2019",,,,,1.32 pounds,,,,,
39,"Multi-Device Bluetooth Keyboard with Touchpad - Jelly Comb Wireless TV Keyboard with Multi-Touch Big Size Trackpad, Support 3 Devices for Smart TV, Laptop, Mac, iPad, PC, Android - K071",HiFtech,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34LJK87PWY000&isAmazonFulfilled=1,,,https://www.amazon.com//Multi-Device-Bluetooth-Keyboard-Touchpad-Multi-Touch/product-reviews/B08LM97XWX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,Jelly Comb,4.3,,,,,,,,,,,,,,,,,,,13.43 x 5.2 x 1.14 inches,,,,,,,,,,,,,,,,B08LM97XWX,,,,,,,,,,,,#60 in Computer Keyboards,,,,,,,,,,,,,,,"October 22, 2020",,,,,14.2 ounces,,,,,
40,"VictSing USB Keyboard, Computer Keyboard Wired, Backlight Gaming Keyboard with Metal-Panel, Quiet Keyboard for PC/Mac Game, Office Typing, Black",Chang Heng Trade,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2BAQTMW2D6CER&isAmazonFulfilled=1,PICTEK Gaming Mouse Wired [7200 DPI] [Programmable] [Breathing Light] Ergonomic Game USB Computer…,https://www.amazon.com/PICTEK-Programmable-Breathing-Ergonomic-Computer/dp/B01FZ3BR5S/ref=pd_bxgy_2/144-8481312-0137804?_encoding=UTF8&pd_rd_i=B01FZ3BR5S&pd_rd_r=4d4f8b9b-a069-4e55-b0cc-0af28115c96c&pd_rd_w=mk59g&pd_rd_wg=x1pyF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=C439MRM2PC2BW4CEP8BT&psc=1&refRID=C439MRM2PC2BW4CEP8BT,https://www.amazon.com//VicTsing-All-Metal-Spill-Resistant-Ergonomic-Ultra-Slim/product-reviews/B07FKMM3GX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No,,VicTsing,4.4,,,,,,,,,,,17 x 7 x 1 inches,,,,,,,,,,,,,,VicTsing,VK102930US,,,,,,,,,B07FKMM3GX,,,,,,,,Black,,,,#688 in Video Games ( See Top 100 in Video Games ) #7 in Mac Gaming Keyboards #37 in PC Gaming Keyboards,,,,,,,,,"PC, PlayStation",17 x 7 x 1 inches,,"Linux, Windows Vista, Windows XP, Windows 8, Windows 7, Windows 95, Windows 10",,,"January 16, 2018",,,,,2.35 pounds,,,,,
41,SteelSeries Apex 5 Hybrid Mechanical Gaming Keyboard – Per-Key RGB Illumination – Aircraft Grade Aluminum Alloy Frame – OLED Smart Display (Hybrid Blue Switch),,,Logitech G502 Hero High Performance Gaming Mouse,/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68/ref=pd_bxgy_2/139-3794123-0317332?_encoding=UTF8&pd_rd_i=B07GBZ4Q68&pd_rd_r=949394cf-9256-456a-bcec-55a634a343aa&pd_rd_w=bfJmX&pd_rd_wg=sizzE&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=GG0PYJX466XSZMED7YND&psc=1&refRID=GG0PYJX466XSZMED7YND,https://www.amazon.com//SteelSeries-Apex-Hybrid-Mechanical-Gaming-Keyboard/product-reviews/B07ZGDD6B1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,SteelSeries,4.8,,,,SteelSeries Apex 5 Hybrid Mechanical Gaming Keyboard – Per-Key RGB Illumina,,,,,,,5.51 x 17.52 x 1.59 inches,,,,,,,,,,,,,,SteelSeries,64539,,,,,,,,,B07ZGDD6B1,,,,,,,,Hybrid Blue – Tactile & Clicky,,,,#887 in Video Games ( See Top 100 in Video Games ) #61 in PC Gaming Keyboards,,,,,,,,,"Laptop, Windows",5.51 x 17.52 x 1.59 inches,,,,,"January 15, 2020",,,,,2.04 pounds,,,,,
